"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x"
"UTI Long Term Advantage Fund - Series V - Direct Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","165.7 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 29, 2017","5.7","10.6","12.8","-","-","-","-","19","22","42","-","-","-","-","-","-","-","-","-","-2.4","-","-","-","-","1.1","-","-","-","-","12.6","-","-","-","-","13.2","-","-","-","-","11.58 (Jan 15, 18)","9.61 (May 24, 17)","ICICI Bank","Grasim","NCC","Larsen","Ambuja Cements","EngineersInd","SBI","Reliance","Coromandel Int","Bank of Baroda","Banking/Finance","Conglomerates","Cement","Engineering","Cement","Engineering","Banking/Finance","Oil & Gas","Chemicals","Banking/Finance","12.16","10.82","10.77","10.06","9.22","8.88","6.59","6.38","5.82","5.55","7.34","6.53","6.50","6.07","5.57","5.36","3.98","3.85","3.51","3.35",98.9,0,0.01,"N.A",0,1.12,"32.01","52.06","54.45","Engineering","Banking/Finance","Cement","Chemicals","Automotive","Conglomerates","21.80","20.58","12.07","10.82","9.54","6.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","4.5","Sep-17","4.2","Jun-17","4.1","Mar-17","0.1","HIGH"
"UTI Long Term Advantage Fund - Series V - Regular Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","165.7 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 29, 2017","5.5","9.9","11.5","-","-","-","-","28","29","64","-","-","-","-","-","-","-","-","-","-3.0","-","-","-","-","0.5","-","-","-","-","11.9","-","-","-","-","11.2","-","-","-","-","11.36 (Jan 15, 18)","9.57 (May 24, 17)","ICICI Bank","Grasim","NCC","Larsen","Ambuja Cements","EngineersInd","SBI","Reliance","Coromandel Int","Bank of Baroda","Banking/Finance","Conglomerates","Cement","Engineering","Cement","Engineering","Banking/Finance","Oil & Gas","Chemicals","Banking/Finance","12.16","10.82","10.77","10.06","9.22","8.88","6.59","6.38","5.82","5.55","7.34","6.53","6.50","6.07","5.57","5.36","3.98","3.85","3.51","3.35",98.9,0,0.01,"N.A",0,1.12,"32.01","52.06","54.45","Engineering","Banking/Finance","Cement","Chemicals","Automotive","Conglomerates","21.80","20.58","12.07","10.82","9.54","6.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","133.1","Sep-17","125.2","Jun-17","123.5","Mar-17","1.4","HIGH"
"UTI Long Term Advantage Fund - Series VI - Direct Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","0.0 ",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Jan 05, 2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MODERATELY HIGH"
"UTI Long Term Advantage Fund - Series VI - Regular Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","0.0 ",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Jan 05, 2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MODERATELY HIGH"
"UTI Long Term Advantage Fund - Series VII - Direct Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","0.0 ",500,"N.A.","N.A.","N.A.","N.A.","BSE 500","Mar 21, 2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MODERATELY HIGH"
"UTI Long Term Advantage Fund - Series VII - Regular Plan (G) ","UTI Mutual Fund","ELSS","Close-Ended","Growth","0.0 ",500,"N.A.","N.A.","N.A.","N.A.","BSE 500","Mar 21, 2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MODERATELY HIGH"
"UTI Long Term Equity Fund (Tax Saving) Plan - Direct Plan (G) ","UTI Mutual Fund","ELSS","Open-Ended","Growth","970.8 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 200","Jan 01, 2013","2.5","8.3","11.2","29.9","23.7","12.2","16.9","62","56","74","73","74","49","55","12.9","-4.6","5.1","5.7","-5.3","2.8","8.3","-3.0","17.7","1.3","0.3","4.0","-2.9","7.2","-2.0","11.9","-5.5","1.9","6.4","10.8","33.9","3.9","3.4","41.7","6.4","93.99 (Jan 15, 18)","70.98 (Jan 20, 17)","HDFC Bank","ICICI Bank","Infosys","ITC","Reliance","Maruti Suzuki","MphasiS","NCC","Coromandel Int","M&M Financial","Banking/Finance","Banking/Finance","Technology","Tobacco","Oil & Gas","Automotive","Technology","Cement","Chemicals","Banking/Finance","64.21","56.34","39.07","37.61","35.30","33.63","28.15","25.65","22.25","21.93","6.61","5.80","4.02","3.87","3.64","3.46","2.90","2.64","2.29","2.26",97.21,0,0.04,"N.A",0,2.73,"23.94","37.49","49.46","Banking/Finance","Oil & Gas","Technology","Automotive","Pharmaceuticals","Chemicals","28.97","11.06","9.43","8.53","4.45","3.94","24.58","11.40","8.05","5.09","6.67","4.06","24.58","11.40","8.05","5.09","6.67","4.06","Dec-17","47.3","Sep-17","42.4","Jun-17","38.6","Mar-17","31.6","Dec-16","27.6","Sep-16","26.1","Jun-16","22.3","Mar-16","28.1","Dec-15","16.5","Sep-15","15.2","Jun-15","13.7","Mar-15","11.0","Dec-14","8.1","Sep-14","6.1","Jun-14","4.5","Mar-14","2.9","Dec-13","2.0","Sep-13","1.6","Jun-13","1.3","Mar-13","0.5","HIGH"
"UTI Long Term Equity Fund (Tax Saving) Plan (G) ","UTI Mutual Fund","ELSS","Open-Ended","Growth","970.8 Nov-30-2017",500,"N.A.","N.A.","N.A.","N.A.","BSE 200","Dec 15, 1999","2.4","8.1","10.8","28.7","22.6","11.2","15.9","66","61","87","78","84","65","60","12.7","-4.8","4.8","5.6","-4.8","2.5","8.1","-3.2","17.5","1.2","0.1","3.8","-3.1","7.0","-2.1","11.7","-5.8","1.7","6.2","10.7","32.7","2.9","2.4","40.8","6.6","90.23 (Jan 15, 18)","68.77 (Jan 20, 17)","HDFC Bank","ICICI Bank","Infosys","ITC","Reliance","Maruti Suzuki","MphasiS","NCC","Coromandel Int","M&M Financial","Banking/Finance","Banking/Finance","Technology","Tobacco","Oil & Gas","Automotive","Technology","Cement","Chemicals","Banking/Finance","64.21","56.34","39.07","37.61","35.30","33.63","28.15","25.65","22.25","21.93","6.61","5.80","4.02","3.87","3.64","3.46","2.90","2.64","2.29","2.26",97.21,0,0.04,"N.A",0,2.73,"23.94","37.49","49.46","Banking/Finance","Oil & Gas","Technology","Automotive","Pharmaceuticals","Chemicals","28.97","11.06","9.43","8.53","4.45","3.94","24.58","11.40","8.05","5.09","6.67","4.06","24.58","11.40","8.05","5.09","6.67","4.06","Dec-17","911.4","Sep-17","844.6","Jun-17","792.9","Mar-17","705.6","Dec-16","673.2","Sep-16","673.6","Jun-16","605.3","Mar-16","814.3","Dec-15","601.5","Sep-15","600.8","Jun-15","590.7","Mar-15","575.7","Dec-14","532.1","Sep-14","499.1","Jun-14","453.6","Mar-14","408.2","Dec-13","425.5","Sep-13","414.6","Jun-13","440.5","Mar-13","463.4","HIGH"
"UTI Master Equity Plan Unit Scheme ","UTI Mutual Fund","ELSS","Close-Ended","Dividend","1,915.0 Nov-30-2017",5000,"Rs.1.50 (Mar-03-2016)","N.A.","N.A.","N.A.","BSE 100","Mar 31, 2003","2.5","7.0","9.4","27.0","23.8","11.0","15.3","70","76","99","84","70","68","66","12.5","-6.7","1.1","6.0","-5.7","3.5","10.8","-1.2","16.5","1.4","1.3","5.7","-3.1","5.3","-2.2","8.6","-7.5","0.4","6.0","10.6","31.1","3.8","-0.2","39.0","5.4","109.68 (Jan 15, 18)","85.34 (Jan 20, 17)","HDFC Bank","ICICI Bank","Axis Bank","SBI","Reliance","Maruti Suzuki","IndusInd Bank","Sundram","Infosys","Ramco Cements","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Oil & Gas","Automotive","Banking/Finance","Manufacturing","Technology","Cement","185.37","83.35","75.22","72.40","71.42","70.51","68.97","67.88","66.86","66.85","9.68","4.35","3.93","3.78","3.73","3.68","3.60","3.54","3.49","3.49",99.28,0,0.29,"N.A",0,0.4,"25.47","43.27","50.76","Banking/Finance","Oil & Gas","Cement","Automotive","Manufacturing","Technology","29.36","12.22","9.18","8.58","7.60","7.21","28.04","12.42","10.30","11.17","6.66","8.19","28.04","12.42","10.30","11.17","6.66","8.19","Dec-17","1,915.5","Sep-17","1,862.8","Jun-17","1,818.1","Mar-17","1,708.2","Dec-16","1,633.4","Sep-16","1,692.5","Jun-16","1,537.3","Mar-16","1,458.2","Dec-15","1,602.7","Sep-15","1,655.3","Jun-15","1,645.6","Mar-15","1,722.2","Dec-14","1,650.0","Sep-14","1,573.8","Jun-14","1,428.6","Mar-14","1,260.0","Dec-13","1,254.2","Sep-13","1,173.3","Jun-13","1,222.8","Mar-13","1,261.8","HIGH"
"UTI Mastershare - Direct Plan (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","4,824.4 Nov-30-2017",100,"N.A.","N.A.","N.A.","1.00%","BSE 100","Jan 01, 2013","3.9","8.2","10.6","28.4","22.0","10.2","15.7","15","27","49","64","91","78","54","11.6","-2.2","6.7","7.2","-5.1","3.0","7.4","-4.7","16.2","1.6","1.7","4.6","-3.1","6.6","-2.2","8.9","-7.6","-1.4","8.2","9.3","30.1","3.8","-","43.7","5.1","121.85 (Jan 17, 18)","93.82 (Jan 20, 17)","HDFC Bank","ICICI Bank","Infosys","Maruti Suzuki","TCS","IndusInd Bank","Kotak Mahindra","Tech Mahindra","M&M","Reliance","Banking/Finance","Banking/Finance","Technology","Automotive","Technology","Banking/Finance","Banking/Finance","Technology","Automotive","Oil & Gas","403.37","309.18","284.63","189.61","182.49","172.01","153.05","117.22","116.46","114.73","8.36","6.41","5.90","3.93","3.78","3.57","3.17","2.43","2.41","2.38",98.27,0,0.49,"N.A",0,1.26,"28.38","42.34","53.65","Banking/Finance","Automotive","Technology","Oil & Gas","Engineering","Pharmaceuticals","29.37","12.17","12.11","9.51","7.03","5.39","27.67","12.44","10.48","8.43","8.52","7.56","27.67","12.44","10.48","8.43","8.52","7.56","Dec-17","205.1","Sep-17","163.6","Jun-17","153.6","Mar-17","200.4","Dec-16","199.9","Sep-16","162.4","Jun-16","139.8","Mar-16","150.8","Dec-15","60.2","Sep-15","51.2","Jun-15","46.7","Mar-15","45.9","Dec-14","39.1","Sep-14","27.9","Jun-14","21.7","Mar-14","18.5","Dec-13","15.2","Sep-13","7.1","Jun-13","4.5","Mar-13","1.7","MODERATELY LOW"
"UTI Mastershare (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","4,824.4 Nov-30-2017",100,"N.A.","N.A.","N.A.","1.00%","BSE 100","Sep 19, 1986","3.8","8.0","10.1","27.5","21.2","9.5","15.1","18","30","56","80","108","91","70","11.4","-2.3","6.6","7.1","-4.7","2.9","7.3","-4.8","16.1","1.5","1.5","4.5","-3.2","6.5","-2.3","8.7","-7.7","-1.5","8.0","9.2","29.2","3.2","-0.5","43.1","5.3","118.73 (Jan 17, 18)","92.09 (Jan 20, 17)","HDFC Bank","ICICI Bank","Infosys","Maruti Suzuki","TCS","IndusInd Bank","Kotak Mahindra","Tech Mahindra","M&M","Reliance","Banking/Finance","Banking/Finance","Technology","Automotive","Technology","Banking/Finance","Banking/Finance","Technology","Automotive","Oil & Gas","403.37","309.18","284.63","189.61","182.49","172.01","153.05","117.22","116.46","114.73","8.36","6.41","5.90","3.93","3.78","3.57","3.17","2.43","2.41","2.38",98.27,0,0.49,"N.A",0,1.26,"28.38","42.34","53.65","Banking/Finance","Automotive","Technology","Oil & Gas","Engineering","Pharmaceuticals","29.37","12.17","12.11","9.51","7.03","5.39","27.67","12.44","10.48","8.43","8.52","7.56","27.67","12.44","10.48","8.43","8.52","7.56","Dec-17","4,605.4","Sep-17","4,240.8","Jun-17","4,004.7","Mar-17","3,678.0","Dec-16","3,474.3","Sep-16","3,281.4","Jun-16","2,986.8","Mar-16","326.3","Dec-15","2,938.3","Sep-15","3,029.9","Jun-15","3,019.2","Mar-15","3,072.1","Dec-14","2,895.0","Sep-14","2,751.0","Jun-14","2,476.7","Mar-14","2,214.9","Dec-13","2,226.3","Sep-13","2,155.1","Jun-13","2,256.9","Mar-13","2,320.3","MODERATELY LOW"
"UTI Medium Term Fund - Direct Plan (G) ","UTI Mutual Fund","Debt Short Term","Open-Ended","Growth","181.3 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Mar 30, 2015","0.3","0.9","3.0","7.1","9.6","-","-","25","42","29","29","6","-","-","1.6","2.5","-","-","-","2.2","2.2","1.5","-","-","2.3","3.7","2.9","-","-","0.8","2.2","1.8","-","-","7.4","11.7","6.5","-","-","12.88 (Jan 17, 18)","11.98 (Feb 09, 17)","NCD INDUS IND BANK LTD.","NCD Dewan Housing Finance Corporation","NCD RAYMOND LIMITED.","NCD EDELWEISS COMMODITIES SERVICES LTD","NCD INDIAN HOTELS COMPANY LTD.","NCD BHARAT ALUMINIUM COMPANY LTD","NCD WELSPUN RENEWABLES ENERGY PRIVATE LIMITED","DDB ZEE LEARN LTD.","NCD POWER FINANCE CORPORATION LTD.","NCD RELIANCE BROADCAST NETWORK LTD.","CRISIL-AA","CARE-AAA","CARE-AA","CRISIL-AA","CARE-AA+","ICRA-AA-","CARE-AA(SO)","CARE-AA+(SO)","ICRA-AAA","CARE-AA+(SO)","15.21","13.34","10.16","10.02","9.97","9.91","9.87","6.70","6.38","5.48","8.39","7.36","5.61","5.53","5.50","5.47","5.44","3.69","3.52","3.02",0,0,87.9,"N.A",2.71,9.41,"32.39","53.53","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","29.0","Sep-17","24.4","Jun-17","20.4","Mar-17","19.2","Dec-16","18.7","Sep-16","17.0","Jun-16","15.1","Mar-16","14.1","Dec-15","13.9","Sep-15","13.4","Jun-15","11.7","LOW"
"UTI Mid Cap Fund - Direct Plan (G) ","UTI Mutual Fund","Small & Mid Cap","Open-Ended","Growth","4,257.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 01, 2013","2.9","9.7","16.6","34.1","28.0","15.7","27.6","50","57","53","80","98","74","18","13.6","-6.3","4.2","12.7","-14.0","2.1","11.6","-1.8","30.5","0.8","2.5","8.3","1.0","16.7","-2.5","16.3","-11.5","0.7","11.5","24.2","41.9","3.8","6.9","90.9","9.2","125.57 (Jan 15, 18)","89.07 (Jan 20, 17)","M&M Financial","Escorts","Bharat Forge","NCC","Torrent Power","NALCO","IGL","Tata Chemicals","Container Corp","Exide Ind","Banking/Finance","Automotive","Manufacturing","Cement","Utilities","Metals & Mining","Oil & Gas","Chemicals","Services","Automotive","180.61","165.82","161.64","146.18","131.15","130.31","124.80","124.80","121.20","119.41","4.24","3.90","3.80","3.43","3.08","3.06","2.93","2.93","2.85","2.81",96.51,0,0.67,"N.A",0,2.81,"18.45","33.03","38.98","Automotive","Chemicals","Banking/Finance","Manufacturing","Miscellaneous","Food & Beverage","14.98","12.80","11.20","9.25","8.02","6.83","13.41","7.46","12.54","10.14","5.21","5.32","13.41","7.46","12.54","10.14","5.21","5.32","Dec-17","354.3","Sep-17","322.4","Jun-17","309.0","Mar-17","268.4","Dec-16","243.0","Sep-16","228.7","Jun-16","183.3","Mar-16","268.3","Dec-15","152.2","Sep-15","128.3","Jun-15","104.1","Mar-15","94.6","Dec-14","70.6","Sep-14","45.3","Jun-14","32.6","Mar-14","4.4","Dec-13","1.6","Sep-13","1.1","Jun-13","1.0","Mar-13","0.2","HIGH"
"UTI Mid Cap Fund (G) ","UTI Mutual Fund","Small & Mid Cap","Open-Ended","Growth","4,257.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Apr 07, 2004","2.8","9.5","16.1","32.9","26.8","14.7","26.6","51","61","61","88","106","83","23","13.3","-6.5","4.0","12.6","-13.9","1.8","11.4","-2.0","30.3","0.7","2.3","8.0","0.7","16.5","-2.6","16.1","-11.7","0.4","11.3","24.1","40.6","2.9","6.0","89.6","9.0","120.71 (Jan 15, 18)","86.42 (Jan 20, 17)","M&M Financial","Escorts","Bharat Forge","NCC","Torrent Power","NALCO","IGL","Tata Chemicals","Container Corp","Exide Ind","Banking/Finance","Automotive","Manufacturing","Cement","Utilities","Metals & Mining","Oil & Gas","Chemicals","Services","Automotive","180.61","165.82","161.64","146.18","131.15","130.31","124.80","124.80","121.20","119.41","4.24","3.90","3.80","3.43","3.08","3.06","2.93","2.93","2.85","2.81",96.51,0,0.67,"N.A",0,2.81,"18.45","33.03","38.98","Automotive","Chemicals","Banking/Finance","Manufacturing","Miscellaneous","Food & Beverage","14.98","12.80","11.20","9.25","8.02","6.83","13.41","7.46","12.54","10.14","5.21","5.32","13.41","7.46","12.54","10.14","5.21","5.32","Dec-17","3,796.3","Sep-17","3,542.6","Jun-17","3,593.2","Mar-17","3,375.5","Dec-16","3,291.1","Sep-16","3,376.4","Jun-16","3,086.8","Mar-16","4,750.3","Dec-15","3,203.8","Sep-15","3,076.0","Jun-15","2,798.1","Mar-15","2,479.2","Dec-14","1,885.6","Sep-14","1,315.9","Jun-14","931.4","Mar-14","294.1","Dec-13","244.1","Sep-13","223.5","Jun-13","264.4","Mar-13","277.7","HIGH"
"UTI MIS - Advantage Plan - Direct Plan (G) ","UTI Mutual Fund","MIP Aggressive","Open-Ended","Growth","1,175.8 Nov-30-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.8","1.6","4.5","12.2","12.7","9.8","11.7","23","54","29","18","25","31","3","4.5","1.2","3.9","3.7","-0.1","2.5","3.6","-0.4","7.8","2.2","2.9","4.2","2.2","3.1","-1.4","2.0","-0.9","0.8","4.8","5.5","13.0","9.5","7.7","21.6","6.9","40.61 (Jan 09, 18)","36.09 (Jan 20, 17)","NCD AXIS FINANCE LTD","NCD INDIABULLS HOUSING FINANCE LTD.","NCD PIRAMAL ENTERPRISES LTD.","NCD BANK OF BARODA","NCD IDEA CELLULAR LTD.","NCD Dewan Housing Finance Corporation","NCD INDIABULLS HOUSING FINANCE LTD.","NCD PUNJAB NATIONAL BANK","NCD EDELWEISS COMMODITIES SERVICES LTD","NCD CHOLAMANDALAM INVESTMENT & FINANCE COMPANY LTD","CRISIL-AAA","CARE-AAA","ICRA-AA","CRISIL-AA+","CARE-AA+","CARE-AAA","CARE-AAA","FITCH-AA+","CRISIL-AA","ICRA-AA","50.81","50.73","50.06","49.80","49.43","39.14","26.22","25.20","25.06","25.08","4.32","4.31","4.26","4.24","4.20","3.33","2.23","2.14","2.13","2.13",23.64,0,50.57,"N.A",22.79,3.03,"21.33","33.29","13.11","Banking/Finance","Pharmaceuticals","Automotive","Technology","Miscellaneous","Manufacturing","7.82","2.94","2.35","2.31","1.76","1.26","8.92","2.73","2.30","2.79","1.22","0.87","8.92","2.73","2.30","2.79","1.22","0.87","Dec-17","83.4","Sep-17","54.4","Jun-17","48.2","Mar-17","46.1","Dec-16","42.5","Sep-16","34.1","Jun-16","26.9","Mar-16","73.9","Dec-15","24.2","Sep-15","20.2","Jun-15","17.1","Mar-15","14.9","Dec-14","11.0","Sep-14","7.9","Jun-14","2.4","Mar-14","2.1","Dec-13","2.3","Sep-13","2.6","Jun-13","1.3","Mar-13","0.3","MODERATELY HIGH"
