"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x","riskometer.y","riskometer"
"ICICI Prudential Flexible Income Plan - Institutional Option I ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Mar 18, 2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","-","-","-","-","0.4","-","-","-","-","-0.6","-","-","-","-","-","-","-","-","-","0.1","-","-","-","-","10.01 (Sep 17, 09)","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"ICICI Prudential Flexible Income Plan - Retail Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Mar 18, 2009","0.3","1.0","2.5","5.9","7.2","7.4","7.9","151","158","155","151","143","141","136","1.6","2.0","2.0","2.1","1.9","1.6","1.7","1.8","2.1","1.9","1.6","2.3","2.0","1.9","2.0","1.0","1.7","1.6","2.0","2.2","6.1","8.2","7.8","8.5","8.6","188.85 (Jan 17, 18)","178.30 (Jan 18, 17)","Indiabulls Housing Finance Ltd.","Piramal Finance Ltd.","State Government of Rajasthan","Government Securities","Vodafone Mobile Services Ltd.^^","Indiabulls Housing Finance Ltd.","NABARD","HDFC Ltd.","State Government of Rajasthan","Vodafone Mobile Services Ltd.^^","CARE AAA","ICRA AA","SOV","SOV","FITCH AA+","BWR AAA","FITCH AAA","CRISIL AAA","SOV","FITCH AA+","1.78","1.54","1.06","0.97","0.86","0.81","0.80","0.72","0.67","0.63","5.05","4.35","2.99","2.75","2.42","2.28","2.27","2.04","1.89","1.79",0,0,59.76,"N.A",37.77,2.48,"17.56","27.83","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","35.3","Sep-17","39.1","Jun-17","40.8","Mar-17","45.3","Dec-16","48.4","Sep-16","52.3","Jun-16","54.8","Mar-16","259.3","Dec-15","64.5","Sep-15","68.8","Jun-15","74.2","Mar-15","82.0","Dec-14","93.9","Sep-14","104.2","Jun-14","120.8","Mar-14","148.6","Dec-13","191.1","Sep-13","260.8","Jun-13","389.6","Mar-13","641.1","MODERATELY LOW","MODERATELY LOW","MODERATELY LOW"
"ICICI Prudential Flexible Income Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Sep 21, 2002","0.4","1.2","2.9","6.7","8.0","8.3","8.8","135","126","106","84","61","50","25","1.8","2.2","2.2","2.4","2.0","1.7","1.9","2.0","2.3","2.1","1.8","2.4","2.2","2.1","2.2","1.2","1.9","1.9","2.2","2.5","6.9","9.0","8.8","9.4","9.5","327.96 (Jan 17, 18)","307.31 (Jan 18, 17)","Indiabulls Housing Finance Ltd.","Piramal Finance Ltd.","State Government of Rajasthan","Government Securities","Vodafone Mobile Services Ltd.^^","Indiabulls Housing Finance Ltd.","NABARD","HDFC Ltd.","State Government of Rajasthan","Vodafone Mobile Services Ltd.^^","CARE AAA","ICRA AA","SOV","SOV","FITCH AA+","BWR AAA","FITCH AAA","CRISIL AAA","SOV","FITCH AA+","521.16","448.92","308.57","283.80","249.75","235.30","234.27","210.53","195.05","184.73","5.05","4.35","2.99","2.75","2.42","2.28","2.27","2.04","1.89","1.79",0,0,59.76,"N.A",37.77,2.48,"17.56","27.83","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","10,320.1","Sep-17","10,326.1","Jun-17","10,444.8","Mar-17","11,031.7","Dec-16","11,298.7","Sep-16","10,655.6","Jun-16","9,312.5","Mar-16","8,327.7","Dec-15","8,490.9","Sep-15","7,689.4","Jun-15","6,477.9","Mar-15","6,496.8","Dec-14","7,085.0","Sep-14","6,386.6","Jun-14","5,453.1","Mar-14","4,614.9","Dec-13","4,352.6","Sep-13","4,634.5","Jun-13","5,745.3","Mar-13","7,398.9","MODERATELY LOW","MODERATELY LOW","MODERATELY LOW"
"ICICI Prudential FMCG Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Sector - FMCG","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","2.7","6.4","11.3","33.5","22.8","13.1","17.3","3","3","3","3","3","3","3","16.0","-4.5","1.2","5.4","-1.4","7.8","10.1","-0.4","0.6","6.4","-3.9","0.7","0.5","13.8","2.8","9.0","-7.4","2.7","10.1","-","36.3","1.6","5.4","32.8","9.9","233.30 (Jan 11, 18)","173.51 (Jan 18, 17)","ITC","Jubilant Food","Britannia","Emami","Manpasand Bever","Bajaj Corp","HUL","Nestle","Trent","Bata India","Tobacco","Miscellaneous","Food & Beverage","Cons NonDurable","Food & Beverage","Cons NonDurable","Cons NonDurable","Food & Beverage","Real Estate","Cons NonDurable","14.01","2.23","2.01","1.90","1.87","1.80","1.78","1.64","1.60","1.46","32.90","5.23","4.72","4.46","4.38","4.22","4.18","3.84","3.76","3.42",91.01,0,0,"N.A",0,8.96,"51.69","71.11","79.19","Tobacco","Cons NonDurable","Food & Beverage","Miscellaneous","Real Estate","-","32.90","32.13","14.16","6.53","5.29","-","31.72","22.67","15.38","10.89","3.88","-","31.72","22.67","15.38","10.89","3.88","-","Dec-17","42.6","Sep-17","38.4","Jun-17","31.7","Mar-17","27.7","Dec-16","25.6","Sep-16","26.1","Jun-16","21.7","Mar-16","17.6","Dec-15","16.7","Sep-15","14.4","Jun-15","12.4","Mar-15","11.0","Dec-14","8.9","Sep-14","8.0","Jun-14","7.8","Mar-14","7.9","Dec-13","8.2","Sep-13","7.1","Jun-13","3.5","Mar-13","1.0","HIGH","HIGH","HIGH"
"ICICI Prudential FMCG Fund (G) ","ICICI Prudential Mutual Fund","Sector - FMCG","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Mar 30, 1999","2.7","6.2","10.8","32.7","22.0","12.3","16.5","4","4","4","4","4","4","4","15.9","-4.7","1.0","5.3","-2.0","7.7","9.9","-0.5","0.4","6.2","-4.1","0.5","0.4","13.7","2.6","8.8","-7.6","2.5","10.0","-0.2","35.5","0.8","4.7","32.1","8.6","225.67 (Jan 11, 18)","168.87 (Jan 18, 17)","ITC","Jubilant Food","Britannia","Emami","Manpasand Bever","Bajaj Corp","HUL","Nestle","Trent","Bata India","Tobacco","Miscellaneous","Food & Beverage","Cons NonDurable","Food & Beverage","Cons NonDurable","Cons NonDurable","Food & Beverage","Real Estate","Cons NonDurable","100.10","15.91","14.36","13.57","13.33","12.84","12.72","11.68","11.44","10.41","32.90","5.23","4.72","4.46","4.38","4.22","4.18","3.84","3.76","3.42",91.01,0,0,"N.A",0,8.96,"51.69","71.11","79.19","Tobacco","Cons NonDurable","Food & Beverage","Miscellaneous","Real Estate","-","32.90","32.13","14.16","6.53","5.29","-","31.72","22.67","15.38","10.89","3.88","-","31.72","22.67","15.38","10.89","3.88","-","Dec-17","304.2","Sep-17","291.0","Jun-17","277.3","Mar-17","256.1","Dec-16","244.3","Sep-16","254.2","Jun-16","234.3","Mar-16","226.7","Dec-15","235.4","Sep-15","227.0","Jun-15","224.7","Mar-15","223.8","Dec-14","207.6","Sep-14","192.0","Jun-14","196.7","Mar-14","209.5","Dec-13","225.6","Sep-13","234.1","Jun-13","223.4","Mar-13","209.0","HIGH","HIGH","HIGH"
"ICICI Prudential Focused Bluechip Equity Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","1.00%","S&P CNX Nifty","Jan 01, 2013","2.9","7.4","12.4","31.2","26.3","13.3","18.1","46","44","27","35","24","21","22","11.6","-3.8","3.1","6.7","-5.8","3.8","9.9","-2.3","17.0","2.0","4.4","5.2","-3.3","5.8","1.4","8.8","-4.8","1.7","7.0","10.2","33.8","8.4","0.7","42.0","9.0","43.33 (Jan 17, 18)","32.70 (Jan 20, 17)","ICICI Bank","HDFC Bank","Infosys","Maruti Suzuki","SBI","Motherson Sumi","Bharti Airtel","ITC","Larsen","NTPC","Banking/Finance","Banking/Finance","Technology","Automotive","Banking/Finance","Automotive","Telecom","Tobacco","Engineering","Utilities","232.84","215.60","138.89","132.47","128.42","127.06","127.06","120.64","114.56","111.18","6.89","6.38","4.11","3.92","3.80","3.76","3.76","3.57","3.39","3.29",93.16,2.68,0.45,"0.21",0,3.45,"25.10","42.87","51.92","Banking/Finance","Automotive","Oil & Gas","Technology","Utilities","Pharmaceuticals","31.42","12.27","8.23","7.70","5.82","5.33","29.02","9.50","5.29","12.51","3.99","9.55","29.02","9.50","5.29","12.51","3.99","9.55","Dec-17","3,379.4","Sep-17","2,868.7","Jun-17","2,503.6","Mar-17","2,213.0","Dec-16","2,001.7","Sep-16","1,928.1","Jun-16","1,664.4","Mar-16","1,441.3","Dec-15","1,371.7","Sep-15","1,125.6","Jun-15","948.5","Mar-15","735.5","Dec-14","544.6","Sep-14","432.8","Jun-14","304.1","Mar-14","210.5","Dec-13","123.7","Sep-13","85.0","Jun-13","56.6","Mar-13","27.1","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Focused Bluechip Equity Fund - Institutional Option - I  ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Dividend","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","May 07, 2008","2.9","7.5","12.4","31.2","26.3","13.3","18.0","47","44","27","35","27","21","22","11.6","-3.8","3.1","6.7","-4.6","3.8","9.9","-2.3","17.1","2.1","4.4","5.2","-3.3","5.7","1.5","8.8","-4.8","1.6","7.1","10.2","33.8","8.4","0.7","42.1","10.5","45.17 (Jan 17, 18)","34.09 (Jan 20, 17)","ICICI Bank","HDFC Bank","Infosys","Maruti Suzuki","SBI","Motherson Sumi","Bharti Airtel","ITC","Larsen","NTPC","Banking/Finance","Banking/Finance","Technology","Automotive","Banking/Finance","Automotive","Telecom","Tobacco","Engineering","Utilities","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.89","6.38","4.11","3.92","3.80","3.76","3.76","3.57","3.39","3.29",93.16,2.68,0.45,"0.21",0,3.45,"25.10","42.87","51.92","Banking/Finance","Automotive","Oil & Gas","Technology","Utilities","Pharmaceuticals","31.42","12.27","8.23","7.70","5.82","5.33","29.02","9.50","5.29","12.51","3.99","9.55","29.02","9.50","5.29","12.51","3.99","9.55","Dec-17","0.0","Sep-17","0.0","Jun-17","0.0","Mar-17","0.0","Dec-16","0.0","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","1.8","Mar-14","8.8","Dec-13","9.9","Sep-13","10.1","Jun-13","11.1","Mar-13","13.2","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Focused Bluechip Equity Fund (G) ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Growth","Dec-29-2017",0,"N.A.","N.A.","N.A.","1.00%","S&P CNX Nifty","May 07, 2008","2.8","7.2","11.9","30.0","25.1","12.2","16.9","49","51","33","49","40","35","35","11.4","-4.0","2.9","6.4","-4.9","3.6","9.7","-2.6","16.9","1.8","4.2","4.9","-3.6","5.6","1.3","8.6","-5.0","1.4","6.8","10.0","32.6","7.3","-0.3","40.9","9.4","41.46 (Jan 17, 18)","31.58 (Jan 20, 17)","ICICI Bank","HDFC Bank","Infosys","Maruti Suzuki","SBI","Motherson Sumi","Bharti Airtel","ITC","Larsen","NTPC","Banking/Finance","Banking/Finance","Technology","Automotive","Banking/Finance","Automotive","Telecom","Tobacco","Engineering","Utilities","838.40","776.34","500.12","477.00","462.40","457.53","457.53","434.41","412.51","400.34","6.89","6.38","4.11","3.92","3.80","3.76","3.76","3.57","3.39","3.29",93.16,2.68,0.45,"0.21",0,3.45,"25.10","42.87","51.92","Banking/Finance","Automotive","Oil & Gas","Technology","Utilities","Pharmaceuticals","31.42","12.27","8.23","7.70","5.82","5.33","29.02","9.50","5.29","12.51","3.99","9.55","29.02","9.50","5.29","12.51","3.99","9.55","Dec-17","12,168.3","Sep-17","11,339.6","Jun-17","10,769.9","Mar-17","10,220.5","Dec-16","9,635.5","Sep-16","9,738.7","Jun-16","8,820.5","Mar-16","9,580.3","Dec-15","8,359.9","Sep-15","8,251.7","Jun-15","7,941.4","Mar-15","7,991.8","Dec-14","7,469.1","Sep-14","6,675.9","Jun-14","5,578.6","Mar-14","4,677.5","Dec-13","4,570.9","Sep-13","4,302.3","Jun-13","4,268.2","Mar-13","4,290.5","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Gilt - Investment Plan - PF Option - Direct Plan (G) ","ICICI Prudential Mutual Fund","Gilt Long Term","Open-Ended","Growth","Dec-29-2017",25000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","-0.7","-1.4","-1.3","2.8","11.0","8.4","9.3","19","29","29","28","5","14","18","-0.9","3.7","3.2","3.4","2.7","4.6","3.1","-1.8","5.8","5.0","1.3","6.4","4.9","2.1","-8.5","-1.7","2.8","-0.8","8.7","2.2","2.7","18.0","6.0","21.1","1.1","35.68 (Sep 06, 17)","32.77 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","State Government of Karnataka","State Government of Maharashtra","Government Securities","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","69.90","52.34","49.49","28.53","28.25","26.65","24.26","6.28","3.78","3.54","20.14","15.08","14.26","8.22","8.14","7.68","6.99","1.81","1.09","1.02",0,0,85.13,"N.A",10.99,3.88,"65.84","84.43","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","345.6","Sep-17","361.1","Jun-17","213.7","Mar-17","221.3","Dec-16","262.6","Sep-16","331.8","Jun-16","318.9","Mar-16","204.7","Dec-15","237.5","Sep-15","267.6","Jun-15","311.2","Mar-15","154.5","Dec-14","36.2","Sep-14","10.7","Jun-14","3.6","Mar-14","5.2","Dec-13","6.5","Sep-13","6.8","Jun-13","6.4","Mar-13","4.7","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Gilt - Investment Plan - PF Option (G) ","ICICI Prudential Mutual Fund","Gilt Long Term","Open-Ended","Growth","Dec-29-2017",25000,"N.A.","N.A.","N.A.","N.A.","","Nov 14, 2003","-0.7","-1.4","-1.4","2.6","10.8","8.1","9.0","21","30","35","32","10","22","25","-0.9","3.6","3.1","3.4","2.7","4.5","3.0","-1.9","5.7","5.0","1.2","6.3","4.8","2.0","-8.5","-1.8","2.7","-0.9","8.6","2.1","2.5","17.7","5.6","20.8","0.9","35.19 (Sep 06, 17)","32.36 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","State Government of Karnataka","State Government of Maharashtra","Government Securities","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","112.29","84.08","79.51","45.83","45.38","42.82","38.97","10.09","6.08","5.69","20.14","15.08","14.26","8.22","8.14","7.68","6.99","1.81","1.09","1.02",0,0,85.13,"N.A",10.99,3.88,"65.84","84.43","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","536.8","Sep-17","486.9","Jun-17","377.8","Mar-17","405.5","Dec-16","431.6","Sep-16","463.2","Jun-16","495.1","Mar-16","509.5","Dec-15","542.0","Sep-15","534.8","Jun-15","519.1","Mar-15","462.1","Dec-14","252.3","Sep-14","211.7","Jun-14","232.5","Mar-14","275.7","Dec-13","383.8","Sep-13","456.7","Jun-13","520.5","Mar-13","502.0","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Gilt - Treasury Plan - PF Option - Direct Plan (G) ","ICICI Prudential Mutual Fund","Gilt Short Term","Open-Ended","Growth","Dec-29-2017",25000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","-0.4","0.1","1.9","5.8","12.8","8.8","2.8","21","23","19","18","1","5","19","0.9","7.8","-1.4","-2.1","-16.1","2.5","2.4","-1.0","1.1","3.2","2.3","4.7","5.9","1.1","-3.0","-0.1","2.2","-0.7","0.7","4.4","5.6","18.9","2.7","1.2","-11.8","25.86 (Dec 06, 17)","24.19 (Feb 09, 17)","State Government of Maharashtra","State Government of Tamil Nadu","State Government of Haryana","State Government of Tamil Nadu","State Government of Gujarat","Government Securities","State Government of Maharashtra","State Government of Maharashtra","-","-","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","-","-","2.33","2.20","1.26","0.51","0.49","0.37","0.26","0.25","-","-","28.85","27.23","15.55","6.35","6.01","4.59","3.18","3.14","-","-",0,0,94.9,"N.A",0,5.09,"83.99","94.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","8.1","Sep-17","8.2","Jun-17","14.5","Mar-17","97.9","Dec-16","16.5","Sep-16","24.8","Jun-16","21.8","Mar-16","20.1","Dec-15","19.6","Sep-15","19.0","Jun-15","18.6","Mar-15","18.8","Dec-14","28.4","Sep-14","82.3","Jun-14","73.1","Mar-14","80.0","Dec-13","64.5","Sep-13","3.5","Jun-13","1.3","Mar-13","0.1","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Gilt - Treasury Plan - PF Option (G) ","ICICI Prudential Mutual Fund","Gilt Short Term","Open-Ended","Growth","Dec-29-2017",25000,"N.A.","N.A.","N.A.","0.50%","","Jan 31, 2004","-0.4","-","1.7","5.4","12.3","8.3","6.5","23","24","23","20","2","8","17","0.8","7.7","-1.4","-2.2","2.3","2.4","2.2","-1.1","1.0","3.1","2.2","4.5","5.7","1.0","-3.2","-0.2","2.1","-0.8","0.6","4.3","5.3","18.3","2.2","0.8","7.1","25.30 (Dec 06, 17)","23.74 (Feb 09, 17)","State Government of Maharashtra","State Government of Tamil Nadu","State Government of Haryana","State Government of Tamil Nadu","State Government of Gujarat","Government Securities","State Government of Maharashtra","State Government of Maharashtra","-","-","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","-","-","16.87","15.92","9.09","3.71","3.51","2.68","1.86","1.84","-","-","28.85","27.23","15.55","6.35","6.01","4.59","3.18","3.14","-","-",0,0,94.9,"N.A",0,5.09,"83.99","94.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","58.5","Sep-17","54.1","Jun-17","27.0","Mar-17","21.8","Dec-16","25.5","Sep-16","25.8","Jun-16","25.1","Mar-16","23.6","Dec-15","23.7","Sep-15","23.9","Jun-15","24.3","Mar-15","25.3","Dec-14","24.8","Sep-14","28.1","Jun-14","37.0","Mar-14","42.0","Dec-13","42.0","Sep-13","33.7","Jun-13","32.5","Mar-13","28.3","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Gilt - Treasury Plan - PF Option (QD) ","ICICI Prudential Mutual Fund","Gilt Short Term","Open-Ended","Dividend","Dec-29-2017",25000,"Rs.0.02 (Sep-24-2014)","N.A.","N.A.","0.50%","","Oct 29, 2012","-0.4","-","1.7","5.4","12.3","8.3","5.9","23","24","23","20","2","8","18","0.8","7.7","-1.5","-2.2","2.3","2.4","2.2","-1.1","-1.7","-0.3","2.2","4.5","5.7","0.7","-3.2","-0.2","2.1","-0.8","0.6","4.3","5.3","18.3","2.2","-2.2","3.6","13.18 (Dec 06, 17)","12.37 (Feb 09, 17)","State Government of Maharashtra","State Government of Tamil Nadu","State Government of Haryana","State Government of Tamil Nadu","State Government of Gujarat","Government Securities","State Government of Maharashtra","State Government of Maharashtra","-","-","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","-","-","16.87","15.92","9.09","3.71","3.51","2.68","1.86","1.84","-","-","28.85","27.23","15.55","6.35","6.01","4.59","3.18","3.14","-","-",0,0,94.9,"N.A",0,5.09,"83.99","94.90","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","0.6","Sep-17","0.6","Jun-17","0.6","Mar-17","0.4","Dec-16","0.3","Sep-16","0.2","Jun-16","0.2","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.1","Mar-14","0.2","Dec-13","0.2","Sep-13","0.9","Jun-13","1.4","Mar-13","1.9","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Global Stable Equity Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","International / Global Commodities","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","N.A.","","3.4","5.4","7.0","8.3","11.8","9.9","-","56","46","56","52","56","26","-","0.4","6.5","1.2","0.7","-","3.2","3.9","0.9","4.3","-","1.6","-0.6","-2.4","1.5","-2.2","1.2","-0.1","6.4","6.2","4.9","7.5","10.0","6.7","13.2","3.1","14.84 (Jan 17, 18)","13.29 (Apr 20, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"98.54",0,1.46,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","3.8","Sep-17","3.6","Jun-17","3.5","Mar-17","3.3","Dec-16","3.4","Dec-16","13.4","Oct-16","13.3","Sep-16","3.8","Jun-16","3.4","Mar-16","3.2","Dec-15","3.5","Sep-15","3.6","Jun-15","3.5","Mar-15","3.0","Dec-14","3.0","Sep-14","3.2","Jun-14","4.0","Mar-14","4.2","Dec-13","3.6","Sep-13","0.5","LOW","LOW","LOW"
"ICICI Prudential Global Stable Equity Fund - Regular Plan (G) ","ICICI Prudential Mutual Fund","International / Global Commodities","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","N.A.","","3.4","5.2","6.5","7.7","11.1","9.0","-","58","47","57","53","60","32","-","0.4","6.3","1.0","0.5","-","3.1","3.7","0.6","4.1","-","1.3","-0.9","-2.6","1.3","-2.3","1.1","-0.2","6.1","6.1","4.6","7.0","9.2","5.7","12.5","2.8","14.35 (Jan 17, 18)","12.92 (Apr 20, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"98.54",0,1.46,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","88.6","Sep-17","90.4","Jun-17","91.0","Mar-17","92.9","Dec-16","91.3","Dec-16","13.0","Oct-16","13.0","Sep-16","98.0","Jun-16","84.2","Mar-16","73.4","Dec-15","71.8","Sep-15","60.9","Jun-15","62.4","Mar-15","65.8","Dec-14","70.1","Sep-14","78.4","Jun-14","85.1","Mar-14","86.0","Dec-13","76.0","Sep-13","13.6","LOW","LOW","LOW"
